ref_interne_decla,reference_externe_declaration,statut_declaration,id_gest_sinistre,type_cloture,date_survenance_declaration,date_declaration,lieu_declaration,heure_declaration,evenement_declaration,circonstance_declaration,contexte,circo_detaillee_1,circ_detaillee_commentaire,circo_aggravante_1,cird_aggravante_suite,pv,constat,cas_irsa,inc_existence_expertise,vehicule_retrouve,date_vehicule_retrouve
4004878802,004546103T,Clôturée,7810054667,Clôture automatique,2020-01-08 01:00:00,2020-01-11 01:00:00,NULL,22,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,"SOCIETAIRE SORT D'UN PARKING, ADV RECULE EN SENS INTERDIT          CA SIGNE * PAS DE BLESSE                                                                                                                                                                                                                                                                                                                               ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????",NULL,NULL,N,N,NULL,O,N,
5007422168,006919023D,Clôturée,6810048596,Clôture automatique,2022-11-17 01:00:00,2022-11-22 01:00:00,VENISSIEUX,17,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,soc va prendre RDV pour réparations.,NULL,NULL,N,N,NULL,O,N,
2005455686,005082265C,Clôturée,8810054128,Clôture automatique,2020-09-26 02:00:00,2020-09-28 02:00:00,NULL,14,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,bdg avec tiers identifié - pas de constat                          projection de cailloux sur parebrise - soc a relevé immat                                                                                                                                                                                                                                                                                              ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,N,NULL,N,N,
5006595331,006144842C,Clôturée,9810049849,Clôture automatique,2022-01-07 01:00:00,2022-01-12 01:00:00,NULL,16,Accident de la circulation,Deux véhicules,Privé,NULL,expert demande ca je lui @,NULL,NULL,N,N,NULL,O,N,
9005413502,005043140A,Clôturée,9810050069,Clôture automatique,2020-09-10 02:00:00,2020-09-11 02:00:00,BAILLARGUES,14,Accident de la circulation,Accident en chaîne,Privé - Trajets travail,NULL,accident en chaine 3 vh                                            client 1er de file à l'arrêt à un feu rouge                        tiers projeté par un autre tiers                                   constat co signé avec milieu de file - pas de blessé,NULL,NULL,N,N,NULL,O,N,
3007751935,007228184Y,Clôturée,7810046187,Clôture automatique,2023-04-14 02:00:00,2023-04-14 02:00:00,BEAUNE,13,Accident de la circulation,Deux véhicules,NULL,NULL,CA SOC reçu -fait confirmé =>Je classe GED/,NULL,NULL,N,N,NULL,O,N,
3005686531,005296298X,Clôturée,7810054667,Clôture automatique,2021-01-10 01:00:00,2021-01-11 01:00:00,CAGNES SUR MER,13,Accident de la circulation,Deux véhicules,Privé,NULL,Nouvelle contestation échelon dir de groupama je réponds par cour  nous avons déja reversé le recours,NULL,NULL,N,N,NULL,O,N,
1007232050,006740651W,Clôturée,8205175448,Clôture automatique,2022-09-01 02:00:00,2022-09-06 02:00:00,NULL,09,Accident de la circulation,Deux véhicules,NULL,NULL,RE ESTIMATION/  GR AGREE:   att réparation ( mail à soc),NULL,NULL,N,N,NULL,O,N,
9007627399,007111204W,En Cours de Gestion,1810016021,NULL,2023-01-18 01:00:00,2023-02-20 01:00:00,ANTONY,01,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,Appel soc reçu                                                     Je l'informe que nous appliquons une RC00                          Renvoi PEC sous DARVA,NULL,NULL,N,N,NULL,O,N,
9004646473,004328106P,Clôturée,2205170072,Clôture automatique,2019-10-20 02:00:00,2019-10-21 02:00:00,PARIS 01,14,Accident de la circulation,Deux véhicules,Privé,NULL,RE reçu dans DARVA mais pas de position prise en RC / je relance   soc en lui laissant un message vocal pour qu'il nous adresse       constat ou qu'il nous indique quand et ou il l'a adressé ?                                                                            -> facture des réparations classée pochette.,NULL,NULL,N,N,NULL,O,N,
8005684472,005294298Y,Clôturée,0100006037,Clôture automatique,2021-01-08 01:00:00,2021-01-08 01:00:00,NULL,17,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,conclusion d'entretien                                             soc avisé rc 00                                                    soc ok pour GA                                                     procédure EAD expliquée                                            ACR mail ok,NULL,NULL,N,N,NULL,O,N,
6005343594,004978231X,Clôturée,7810046187,Clôture automatique,2020-08-14 02:00:00,2020-08-14 02:00:00,BAGES,15,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,VU REPONSE PREF ENVOI MISE EN CAUSE A ADV.                         MAIS VU PV IL Y A EU ECHAGE D IDENTITE DONC ENVOI AUSSI DEMANDE DA A CIE ADV.,NULL,NULL,N,N,NULL,O,N,
3007157938,006671197C,En Cours de Gestion,7810058577,NULL,2022-08-05 02:00:00,2022-08-08 02:00:00,GOURBEYRE,21,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,appel emis prise de contact ok                                     soc nous transmet attestation alcoolémie via agence ms ko          envoi par mail coordonnée et horaires cg,NULL,NULL,N,N,NULL,N,N,
7007244194,006752003K,En Cours de Gestion,4810048594,NULL,2022-09-08 02:00:00,2022-09-09 02:00:00,RENNES,17,Accident de la circulation,Deux véhicules,Privé,NULL,ACCIDENT DS ROND POINT AC BUS                                      CA SERA EFFECTUE ULTERIEUREMENT                                    DOMMAGES = AILE AVG                                                SI RC ENGAGEE FR + JOKER MALUS                                                                                                                                                                                   ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,N,NULL,O,N,
0007584277,007070686E,En Cours de Gestion,7810046187,NULL,2023-01-31 01:00:00,2023-01-31 01:00:00,NULL,11,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,SOC ET ADV MEME FILE ADV VIRE A DROITE ET UN PIETON TRAVERSANT     S ARRETE ET MME SOC LE HEURTE A L ARRIERE                          PAS DE BLESSE                                                      CA COSIGNE,NULL,NULL,N,O,NULL,O,N,
9006554472,006107020S,Clôturée,7810054667,Clôture automatique,2021-12-21 01:00:00,2021-12-23 01:00:00,DZAOUDZI,09,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,Mess tel à soc pr savoir si veh repare et envoie demande rapport à expert,NULL,NULL,N,O,NULL,O,N,
0007406661,006904611N,Clôturée,0810048160,Clôture automatique,2022-11-16 01:00:00,2022-11-16 01:00:00,TONNEINS,08,Accident de la circulation,Deux véhicules,NULL,NULL,SOC ETAIT EN STAT LORSQU UN CAMION A RECULE ET A HEURTE SOC                                                                                                                                                                                                                                                                                                                                                               ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,N,NULL,O,N,
0005528358,005149665N,Clôturée,6810050066,Clôture automatique,2020-10-26 01:00:00,2020-10-26 01:00:00,TOUROUZELLE,09,Accident de la circulation,Deux véhicules,NULL,NULL,vh soc stationné devant la maison                                  adv en tracteur avec sa remroque qui heurte le vh de soc lors      d'une sortie de stationnement                                                                                                                                                                                                                                                       ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,O,NULL,O,N,
2006335054,005901423S,Clôturée,8810054128,Clôture automatique,2021-09-22 02:00:00,2021-09-28 02:00:00,NULL,08,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,allo a soc ko MEVO gge ?,NULL,NULL,N,N,NULL,N,N,
9005618040,005232428Y,Clôturée,7810046187,Clôture automatique,2020-12-07 01:00:00,2020-12-08 01:00:00,COURSEGOULES,09,Accident de la circulation,Deux véhicules,Privé,NULL,appel adv suite message confirme le num de contrat . assurance     securité/. fva ok,NULL,NULL,N,N,NULL,O,N,
